"","id","Organization.Name","Organization.Name.URL","Industries","Headquarters.Location","Description","CB.Rank..Company.","Estimated.Revenue.Range","Founded.Date","Founded.Date.Precision","Industry.Groups","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Total.Funding.Amount.Currency","Total.Funding.Amount.Currency..in.USD.","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount","Last.Funding.Amount.Currency","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks","Investment.Stage","Y"
"1657",1657,"Dub Frequency Media","https://www.crunchbase.com/organization/dub-frequency-media","Marketing","Culver City, California, United States","Dub Frequency Media  is a marketing, public relations, and creative firm",40533,"NA","2013-01-01","year","Sales and Marketing","NA","NA","1","9023460","USD","9023460","NA","Private","NA","NA","NA","NA","NA","2020-01-08","9023460","USD","9023460","Venture - Series Unknown","NA","NA","NA",0
"1658",1658,"AFINITY","https://www.crunchbase.com/organization/affinity-networks","Mobile, Mobile Advertising, Private Social Networking, Social Media","Venice, California, United States","Building the next generation interest graph - the largest distributed mobile engagement and monetization network",40540,"$1M to $10M","2013-08-12","day","Advertising, Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Sales and Marketing","2","11-50","3","1200000","USD","1200000","14","Private","NA","NA","NA","NA","Seed","2015-02-10","5e+05","USD","500000","Seed","NA","NA","NA",0
"1659",1659,"Somabar","https://www.crunchbase.com/organization/somabar","Food and Beverage, Hospitality, Hotel, Restaurants, Travel","Los Angeles, California, United States","Somabar is an automated bartending assistant for hotels, restaurants, lounges and bars.",40568,"Less than $1M","2014-01-01","year","Food and Beverage, Travel and Tourism","2","1-10","3","1865000","USD","1865000","2","Private","NA","NA","NA","2","NA","2016-12-01","1500000","USD","1500000","Convertible Note","4","2","NA",0
"1660",1660,"Shyn","https://www.crunchbase.com/organization/shyn-inc","Information Technology","Los Angeles, California, United States","Shyn is operates in stealth mode.",40600,"NA","2018-01-01","year","Information Technology","NA","NA","1","3e+06","USD","3e+06","NA","Private","NA","NA","NA","NA","NA","2018-08-31","3e+06","USD","3000000","Venture - Series Unknown","0","8","NA",0
"1661",1661,"ShadeCraft","https://www.crunchbase.com/organization/shadecraft","Artificial Intelligence, Consumer Electronics, Robotics, Software, Solar","Pasadena, California, United States","Improving human life outdoors through robotic technology .",40604,"Less than $1M","2016-02-01","month","Artificial Intelligence, Consumer Electronics, Data and Analytics, Energy, Hardware, Natural Resources, Science and Engineering, Software, Sustainability","1","51-100","1","2e+06","USD","2e+06","NA","Private","NA","NA","NA","NA","Seed","2017-03-20","2e+06","USD","2000000","Seed","57","46","NA",0
"1662",1662,"ClariPhy Communications","https://www.crunchbase.com/organization/clariphy-communications","Optical Communication, Semiconductor, Telecommunications","Irvine, California, United States","ClariPhy Communications develops mixed-signal CMOS integrated circuits for optical networking and communication applications.",40631,"NA","2002-01-01","year","Hardware, Science and Engineering","2","51-100","9","92910870","USD","92910870","8","Private","NA","Was Acquired","NA","3","M&A","2014-08-13","19740000","USD","19740000","Venture - Series Unknown","1","0","NA",0
"1663",1663,"Farmers Insurance Group","https://www.crunchbase.com/organization/farmers-insurance-group","Auto Insurance, Financial Services, Insurance","Los Angeles, California, United States","A US insurer group of automobiles, homes and small businesses.",40660,"NA","1928-01-01","year","Financial Services","NA","10001+","NA","NA","NA","NA","NA","Private","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0
"1664",1664,"Wikipad","https://www.crunchbase.com/organization/wikipad","Consumer Electronics, Gaming, Video Games","Westlake Village, California, United States","The Wikipad is an Android-powered gaming tablet. The device has all the features of a high quality tablet and is tough enough to take all",40670,"$1M to $10M","2012-01-01","year","Consumer Electronics, Gaming, Hardware","1","11-50","2","1398800","USD","1398800","1","Private","NA","NA","NA","NA","Seed","2015-04-02","398800","USD","398800","Seed","35","5","NA",0
"1665",1665,"OpenMethods","https://www.crunchbase.com/organization/openmethods","CRM, Customer Service, Software, Telecommunications","Los Angeles, California, United States","OM is an enterprise software company focused on providing Omni-channel solutions bridging Phone & CRM platforms.",40685,"$1M to $10M","2000-07-03","day","Hardware, Information Technology, Sales and Marketing, Software","3","11-50","1","5e+06","USD","5e+06","2","Private","NA","NA","1","2","Early Stage Venture","2016-02-03","5e+06","USD","5000000","Series A","3","0","NA",0
"1666",1666,"Health Essentials","https://www.crunchbase.com/organization/health-essentials","Biotechnology, Health Care, Pharmaceutical","Santa Ana, California, United States","Health Essentials provides physician-driven care management services for physically weak and elderly people.",40691,"$1M to $10M","1996-01-01","year","Biotechnology, Health Care, Science and Engineering","2","11-50","3","9506102","USD","9506102","2","Private","NA","NA","NA","1","NA","2017-07-05","8500000","USD","8500000","Venture - Series Unknown","NA","NA","NA",0
"1667",1667,"Newegg","https://www.crunchbase.com/organization/newegg","E-Commerce, Hardware, Retail","Rowland Heights, California, United States","Newegg is an online retail store that offers computer hardware, software, and accessories.",40708,"NA","2001-01-01","year","Commerce and Shopping, Hardware","2","1001-5000","NA","NA","NA","NA","NA","Private","NA","Was Acquired","2","NA","M&A","NA","NA","NA","NA","NA","3","44","NA",0
"1668",1668,"Sweetie High","https://www.crunchbase.com/organization/sweetie-high","Internet, Media and Entertainment, Social, Social Media, Young Adults","Sherman Oaks, California, United States","Sweety High is an online platform for teen girls.",40732,"$1M to $10M","1924-01-01","year","Internet Services, Media and Entertainment","1","11-50","1","4500000","USD","4500000","NA","Private","NA","NA","NA","NA","NA","2011-11-23","4500000","USD","4500000","Venture - Series Unknown","NA","NA","NA",0
"1669",1669,"Zygo","https://www.crunchbase.com/organization/zygo-8b2e","Fitness, Hardware, Sports, Swimming, Wearables, Wellness","Los Angeles, California, United States","Fitness tech",40738,"NA","2017-05-15","day","Consumer Electronics, Hardware, Health Care, Sports","NA","1-10","1","1500000","USD","1500000","NA","Private","NA","NA","NA","NA","Seed","2017-05-15","1500000","USD","1500000","Pre-Seed","NA","NA","NA",0
"1670",1670,"JetSet","https://www.crunchbase.com/organization/jetset","Blockchain, Travel","Los Angeles, California, United States","JetSet is a blockchain powered end to end travel ecosystem that helps travelers save on international purchases and cash withdrawals.",40745,"NA","2019-03-01","day","Travel and Tourism","2","1-10","2","150000","USD","150000","3","Private","NA","NA","3","1","Seed","2019-09-04","NA","NA","NA","Seed","0","1","NA",0
"1671",1671,"Applied BioCode","https://www.crunchbase.com/organization/applied-biocode","Biotechnology, Genetics, Health Diagnostics, Life Science","Santa Fe Springs, California, United States","Applied BioCode commercializes a multiplexing system used in clinical testing, life science research, medicine, and the AgBio field.",40770,"$1M to $10M","2008-01-01","year","Biotechnology, Health Care, Science and Engineering","1","11-50","3","17505680","USD","17505680","NA","Private","NA","NA","NA","NA","NA","2016-04-08","9255600","USD","9255600","Venture - Series Unknown","5","0","NA",0
"1672",1672,"KeepItSafe","https://www.crunchbase.com/organization/keepitsafe","Cloud Data Services, Cloud Infrastructure, Cloud Storage, Data Storage, SaaS","Los Angeles, California, United States","KeepItSafe offers global cloud data availability for Backup, Disaster Recovery-as-a-Service (DRaaS), Endpoint and SaaS data protection. ",40776,"NA","2003-06-03","day","Hardware, Information Technology, Internet Services, Software","1","501-1000","1","6470000","EUR","8421244","1","Private","NA","Was Acquired","NA","1","M&A","2011-12-15","6470000","EUR","8421244","Series A","13","10","NA",0
"1673",1673,"SolarReserve","https://www.crunchbase.com/organization/solarreserve","Energy, Renewable Energy, Solar","Santa Monica, California, United States","SolarReserve, a venture-backed renewable energy company, focuses on advanced solar thermal storage technology.",40838,"NA","2007-01-01","year","Energy, Natural Resources, Sustainability","1","51-100","4","1.84e+08","USD","1.84e+08","8","Private","NA","NA","NA","4","NA","2018-10-25","2e+06","USD","2000000","Grant","0","2","NA",0
"1674",1674,"Avenda Health","https://www.crunchbase.com/organization/avenda","Health Care, Medical Device, Therapeutics","Santa Monica, California, United States","Image guided laser therapy for prostate cancer in a doctor’s office.",40847,"NA","2017-01-01","year","Health Care","3","1-10","2","3325000","USD","3325000","1","Private","NA","NA","NA","NA","Seed","2018-04-11","3325000","USD","3325000","Angel","0","1","NA",0
"1675",1675,"ALACARTE","https://www.crunchbase.com/organization/alacarte-delivery","B2B, B2C, Consumer","Los Angeles, California, United States","A NETWORK OF COFOODING SPACES ALLOWING RESTAURANT TO LAUNCH AND SCALE DELIVER ONLY KITCHENS AT DRASTICALLY REDUCED COST AND TIME TO MARKET.",40890,"Less than $1M","2017-01-01","year","NA","3","11-50","3","320000","USD","320000","2","Private","NA","NA","NA","2","Seed","2018-06-01","150000","USD","150000","Seed","NA","NA","NA",0
"1676",1676,"Edesa Biotech","https://www.crunchbase.com/organization/stellar-biotechnologies","Biotechnology, Health Diagnostics, Pharmaceutical","Port Hueneme Cbc Base, California, United States","Edesa Biotech (formerly Stellar Biotechnologies) develops treatments for dermatological and anorectal diseases",40931,"Less than $1M","1999-01-01","year","Biotechnology, Health Care, Science and Engineering","1","11-50","7","29735580","USD","29735580","NA","Public","2010-06-25","Made Acquisitions","NA","NA","IPO","2018-05-15","5500000","USD","5500000","Post-IPO Equity","NA","NA","NA",0
"1677",1677,"Ribbon","https://www.crunchbase.com/organization/ribbon-labs","Delivery, Internet, Marketing, Ticketing","Los Angeles, California, United States","Ribbon helps people plan events with friends faster and easier.",40945,"Less than $1M","2012-01-01","year","Administrative Services, Events, Internet Services, Media and Entertainment, Sales and Marketing","1","1-10","4","4500000","USD","4500000","1","Private","NA","NA","NA","NA","Early Stage Venture","2017-06-01","1e+06","USD","1000000","Series A","NA","NA","NA",0
"1678",1678,"WeCare","https://www.crunchbase.com/organization/wecare","Biopharma, Clinical Trials, Health Care, Hospital, Information Technology, Medical","Los Angeles, California, United States","WeCare is a U.S. & European based medical technology startup operating in Africa.",40975,"NA","2019-01-01","day","Biotechnology, Health Care, Information Technology, Science and Engineering","1","101-250","1","1e+05","USD","1e+05","1","Private","NA","NA","NA","NA","Seed","2018-12-05","1e+05","USD","100000","Pre-Seed","NA","NA","NA",0
"1679",1679,"Cazza","https://www.crunchbase.com/organization/cazza","3D Printing, 3D Technology, Construction, Real Estate","Los Angeles, California, United States","Cazza provides large-scale 3D printing technologies for the construction industry.",41040,"NA","2016-10-01","month","Hardware, Manufacturing, Real Estate, Software","2","11-50","1","950000","USD","950000","NA","Private","NA","NA","NA","NA","Seed","2017-04-01","950000","USD","950000","Seed","NA","NA","NA",0
"1680",1680,"The/Studio","https://www.crunchbase.com/organization/the-studio","Fashion, Lifestyle, Manufacturing, Software, Supply Chain Management","South Pasadena, California, United States","On-demand product creation and manufacturing platform to help entrepreneurs, businesses and organizations easily bring products to market.",41053,"$1M to $10M","2013-01-01","year","Clothing and Apparel, Community and Lifestyle, Design, Manufacturing, Software, Transportation","1","51-100","2","1.1e+07","USD","1.1e+07","7","Private","NA","NA","NA","1","Early Stage Venture","2018-09-19","1.1e+07","USD","11000000","Series A","NA","NA","NA",0
"1681",1681,"Vixlet","https://www.crunchbase.com/organization/vixlet","Local, Mobile, Social Media Management","Los Angeles, California, United States","Vixlet develops and operates a social platform linked to sports leagues, teams, and entertainment companies.",41066,"Less than $1M","2009-01-01","year","Internet Services, Mobile, Sales and Marketing","2","51-100","2","44500025","USD","44500025","NA","Private","NA","NA","NA","NA","NA","2017-02-22","28500000","USD","28500000","Undisclosed","0","4","NA",0
