Y,id,Organization.Name,Industries,Headquarters.Location,Description,CB.Rank..Company.,Estimated.Revenue.Range,Founded.Date,Founded.Date.Precision,Industry.Groups,Number.of.Founders,Number.of.Employees,Number.of.Funding.Rounds,Total.Funding.Amount,Number.of.Investors,IPO.Status,IPO.Date,Acquisition.Status,Number.of.Events,Number.of.Lead.Investors,Funding.Status,Last.Funding.Date,Last.Funding.Amount.Currency..in.USD.,Last.Funding.Type,IPqwery...Total.Patents,IPqwery...Total.Trademarks,Investment.Stage
0,1864,Okami Medical,"Health Care, Incubators, Medical","Aliso Viejo, California, United States",Okami Medical develops and commercializes new devices for the treatment of heart disease.,46206,NA,1/1/2011,year,"Financial Services, Health Care, Lending and Investments",1,NA,1,4500000,1,Private,NA,NA,NA,1,Early Stage Venture,7/25/2017,4500000,Series B,0,3,NA
0,1865,What's Trending,"Digital Entertainment, Digital Media, Video","Los Angeles, California, United States",What’s Trending is an online news hub that features a curated selection of viral and shareable media content from YouTube and more.,46229,$1M to $10M,1/1/2011,year,"Media and Entertainment, Video",2,11-50,1,1000000,1,Private,NA,NA,1,NA,Seed,6/18/2013,1000000,Seed,0,1,NA
0,1866,XPrime,Information Technology,"Irvine, California, United States",XPrime is an  IT company that offers fully homomorphic encryption allows real-time processing on encrypted data and integrates.,46232,NA,1/1/2014,year,Information Technology,NA,NA,1,1172059,2,Private,NA,NA,NA,NA,Seed,10/5/2016,1172059,Angel,NA,NA,NA
0,1867,klooma,"Cloud Computing, Concerts, Film, Mobile, Music, Video Streaming","Los Angeles, California, United States","Klooma is a is an online platform entertainment platform reinventing the way people discover, watch, listen to and share entertainment.",46249,$1M to $10M,4/23/2013,day,"Content and Publishing, Events, Internet Services, Media and Entertainment, Mobile, Music and Audio, Software, Video",1,1-10,2,6500000,NA,Private,NA,NA,NA,NA,Seed,5/19/2018,5000000,Seed,NA,NA,NA
0,1868,PaymentClub,"E-Commerce, Financial Services","Garden Grove, California, United States",PaymentClub is a financial service company that offers payment processing and point-of-sale services.,46250,Less than $1M,1/1/2018,month,"Commerce and Shopping, Financial Services",2,11-50,1,5000000,2,Private,NA,NA,NA,2,NA,8/26/2018,5000000,Debt Financing,NA,NA,NA
0,1869,Riptide Music Group,"Advertising, Film, Music, Publishing","Los Angeles, California, United States",Riptide Music Group is a “sync-flavored” global publishing administration company focusing on the worldwide synchronization of music.,46256,$1M to $10M,1/1/2014,year,"Advertising, Content and Publishing, Media and Entertainment, Music and Audio, Sales and Marketing, Video",1,11-50,1,4000000,1,Private,NA,NA,NA,1,NA,10/27/2017,4000000,Venture - Series Unknown,NA,NA,NA
0,1870,Meditope Biosciences,"Biotechnology, Health Diagnostics, Therapeutics","Pasadena, California, United States",Meditope Biosciences is a biotechnology company focused on developing antibody-based cancer therapeutics.,46268,NA,1/1/2011,year,"Biotechnology, Health Care, Science and Engineering",1,11-50,1,3600000,NA,Private,NA,NA,NA,NA,Early Stage Venture,7/26/2013,3600000,Series A,3,1,NA
0,1871,TopLine Game Labs,"Gaming, Internet, Social Media, Sports","Los Angeles, California, United States",TopLine Game Labs is a developer of fantasy sports and social gaming platform.,46279,$1M to $10M,1/1/2013,year,"Gaming, Internet Services, Media and Entertainment, Sports",1,11-50,1,25000000,1,Private,NA,NA,1,1,NA,6/26/2013,25000000,Venture - Series Unknown,0,11,NA
0,1872,Jogg,"Brand Marketing, Content Creators, Social Media, Social Media Marketing, Video","Glendale, California, United States","Jogg is an audience + brand investment company using video - the most emotional medium - to engage people, gather insight & gain perspective",46335,NA,1/1/2014,year,"Internet Services, Media and Entertainment, Sales and Marketing, Video",1,1-10,2,1970000,3,Private,NA,NA,NA,NA,NA,11/13/2017,1850000,Convertible Note,NA,NA,NA
0,1873,"Baarb, Inc.","Artificial Intelligence, B2B, Hotel, Machine Learning, Mobile, SaaS, Tourism, Travel","Los Angeles, California, United States","The leading B2B platform that helps global travel & hospitality brands capture customer intent, and deliver hyper-relevant search results.",46357,NA,9/1/2016,day,"Artificial Intelligence, Data and Analytics, Mobile, Science and Engineering, Software, Travel and Tourism",1,1-10,4,150000,2,Private,NA,NA,6,1,Seed,8/1/2018,NA,Seed,NA,NA,NA
0,1874,Aggregage,"B2B, Email Marketing, Internet, Social Media","El Segundo, California, United States",Aggregage develops and deploys business media such as websites and newsletters focused on popular online topics.,46387,$1M to $10M,1/1/2013,year,"Internet Services, Media and Entertainment, Sales and Marketing",3,1-10,1,1000000,3,Private,NA,NA,NA,NA,Seed,11/5/2014,1000000,Seed,NA,NA,NA
0,1875,ROLR,"Messaging, Social Media, Video","Santa Monica, California, United States",Creative video collaboration app where you act out your favorite movies and internet moments with friends and the world.,46405,$1M to $10M,9/1/2010,day,"Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Video",1,11-50,2,4500000,NA,Private,NA,NA,NA,NA,Seed,1/10/2014,2000000,Angel,NA,NA,NA
0,1876,Arternal,"Art, Performing Arts, Printing","Los Angeles, California, United States",Arternal streamlines the sales process for art galleries.,46421,NA,1/1/2015,year,"Content and Publishing, Media and Entertainment",3,NA,1,500000,1,Private,NA,NA,NA,NA,NA,4/28/2017,500000,Convertible Note,NA,NA,NA
0,1877,Disney Channel,Apps,"Burbank, California, United States",Disney Channel is an American basic cable and satellite television network that serves as the flagship property of owner Disney Channels.,46427,$10B+,4/18/1983,day,"Apps, Software",NA,NA,,,NA,Private,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA
0,1878,Italic,"E-Commerce, Logistics, Retail, Retail Technology","Los Angeles, California, United States",Unbranded luxury goods straight from the source.,46457,NA,3/1/2018,month,"Commerce and Shopping, Hardware, Software, Transportation",1,11-50,1,13000000,10,Private,NA,NA,NA,2,Early Stage Venture,11/15/2018,13000000,Series A,0,6,NA
0,1879,BioflightVR,"Education, Simulation, Virtual Reality","Santa Monica, California, United States","BioflightVR team of passionate doctors, content developers and programmers dedicated to advancing immersive medical platforms.",46459,NA,12/5/2015,day,"Education, Hardware, Software",3,1-10,2,250000,NA,Private,NA,NA,1,NA,Seed,1/31/2019,NA,Seed,NA,NA,NA
0,1880,Bloominous,"E-Commerce, Events, Flowers, Wedding","Los Angeles, California, United States",Bloominous is a tech startup in the wedding floral space. ,46466,Less than $1M,9/6/2013,day,"Commerce and Shopping, Community and Lifestyle, Consumer Goods, Events, Media and Entertainment",2,11-50,3,450000,2,Private,NA,NA,NA,1,Seed,2/4/2019,NA,Pre-Seed,0,2,NA
0,1881,JBL,"Audio, Consumer Electronics, Hardware, Software","Los Angeles, California, United States","JBL designs and builds audio equipment for consumers, the entertainment industry and the automotive industry.",46480,Less than $1M,1/1/1946,year,"Consumer Electronics, Hardware, Media and Entertainment, Music and Audio, Software",NA,10001+,,,NA,Private,NA,NA,1,NA,NA,,NA,NA,0,2,NA
0,1882,Pheed,"iOS, Mobile, Photo Sharing, Social Media","Beverly Hills, California, United States","Pheed, a social media platform, enables users to create and share texts, photos, videos, audios, voice notes and live broadcasts.",46497,NA,1/1/2011,year,"Content and Publishing, Internet Services, Media and Entertainment, Mobile, Platforms, Software",6,11-50,2,3500000,1,Private,NA,Was Acquired,NA,1,M&A,9/1/2013,1500000,Venture - Series Unknown,NA,NA,NA
0,1883,Local Corporation,"Advertising, Advertising Platforms, Consumer, Digital Media, Internet, Marketing","Irvine, California, United States",Local Corporation is a national online media company offering technology plaforms that connect merchants with consumers.,46507,NA,1/1/1999,year,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing",1,51-100,6,41068056,4,Delisted,2004-10-19,Made Acquisitions,1,2,IPO,3/19/2015,4568056,Venture - Series Unknown,0,4,NA
0,1884,Webalo,"Apps, Desktop Apps, Enterprise, Enterprise Software, Information Technology, Mobile Apps","Los Angeles, California, United States",The UX Platform for the Industrial Internet,46532,$1M to $10M,1/1/2000,year,"Apps, Information Technology, Mobile, Software",2,11-50,1,3000000,2,Private,NA,NA,3,NA,NA,9/8/2010,3000000,Venture - Series Unknown,1,2,NA
0,1885,Gauntlet Pi,"Banking, Property Management, Real Estate","Los Angeles, California, United States",Gauntlet PI is an opportunity fund,46561,NA,1/1/2008,year,"Financial Services, Lending and Investments, Real Estate",NA,NA,1,8500000,NA,Private,NA,NA,NA,NA,NA,8/25/2015,8500000,Debt Financing,NA,NA,NA
0,1886,DoubleCheck Solutions,"B2B, Banking, Financial Services, FinTech, Real Time","Los Angeles, California, United States",Delivering a New Dimension of Banking,46571,$1M to $10M,1/1/2013,year,"Financial Services, Lending and Investments",2,1-10,1,3233004,NA,Private,NA,NA,NA,NA,NA,6/3/2014,3233004,Venture - Series Unknown,NA,NA,NA
0,1887,TheraGun,Health Care,"Santa Monica, California, United States",TheraGun is leader in targeted vibration therapy and pain relief.,46653,NA,1/1/2008,year,Health Care,NA,NA,,,NA,Private,NA,NA,NA,NA,NA,,NA,NA,2,23,NA
0,1888,Walt Disney Animation Studios,"Animation, Graphic Design, Media and Entertainment","Burbank, California, United States",Walt Disney Animation Studios creates animated feature films and is owned by The Walt Disney Company.,46667,NA,1/1/1923,year,"Design, Media and Entertainment, Video",NA,501-1000,,,NA,Private,NA,Was Acquired,3,NA,M&A,,NA,NA,NA,NA,NA
0,1889,Kickked,E-Commerce,"Los Angeles, California, United States",Custom Sneakers from the Heart of Los Angeles,46733,NA,12/1/2017,month,Commerce and Shopping,1,11-50,1,250000,1,Private,NA,NA,NA,1,Early Stage Venture,1/2/2018,250000,Series A,NA,NA,NA
0,1890,Clorder,"Apps, Brand Marketing, E-Commerce, Food and Beverage, Hospitality, Internet, Software, Web Hosting","Los Angeles, California, United States",Digital Ordering & Marketing Platform for Restaurants,46789,Less than $1M,10/7/2015,day,"Apps, Commerce and Shopping, Food and Beverage, Internet Services, Sales and Marketing, Software, Travel and Tourism",2,11-50,1,250000,NA,Private,NA,NA,NA,NA,Seed,11/20/2016,250000,Seed,NA,NA,NA
0,1891,Jariet Tech,"Application Specific Integrated Circuit (ASIC), Information Technology, Manufacturing","Redondo Beach, California, United States",Jariet Tech is a fabless semiconductor company that manufactures digital microwave integrated circuits and modules.,46808,$1M to $10M,1/1/2015,year,"Hardware, Information Technology, Manufacturing",NA,NA,1,3200000,NA,Private,NA,NA,NA,NA,NA,12/3/2015,3200000,Debt Financing,NA,NA,NA
0,1892,Jessie Health,Health Care,"West Hollywood, California, United States",On-Demand Digital Clinic For Women,46808,NA,1/1/2018,year,Health Care,2,1-10,1,120000,3,Private,NA,NA,NA,NA,Seed,7/9/2018,120000,Pre-Seed,NA,NA,NA
0,1893,LumaForge Inc.,"Data Storage, Software, Video Editing","Los Angeles, California, United States","LumaForge helps businesses succeed with video by solving hard problems in storage, networking, and workflow",46812,Less than $1M,1/1/2014,year,"Content and Publishing, Hardware, Media and Entertainment, Software, Video",3,11-50,2,870000,NA,Private,NA,NA,NA,NA,NA,11/15/2018,520000,Convertible Note,NA,NA,NA
0,1894,Harper Wilde,"Consumer Goods, E-Commerce, Fashion, Lingerie, Women's","Los Angeles, California, United States",Harper Wilde owns and operates an online portal for shopping lingerie.,46857,$1M to $10M,1/1/2016,year,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",2,1-10,2,6000000,10,Private,NA,NA,NA,1,Seed,5/1/2019,3000000,Seed,0,4,NA
0,1895,Nicolette,"Health Care, Information Services, Information Technology, Medical","Long Beach, California, United States",Nicolette operates as a patient empowerment company.,46866,Less than $1M,1/1/2016,day,"Health Care, Information Technology",3,1-10,5,260000,6,Private,NA,NA,NA,NA,Seed,10/1/2018,NA,Seed,NA,NA,NA
0,1896,Dispel Dice,Gaming,"Los Angeles, California, United States",Dispel Dice is a handmade gaming startup.,46894,NA,,NA,Gaming,NA,NA,1,1856390,NA,Private,NA,NA,NA,NA,NA,11/8/2019,1856390,Product Crowdfunding,NA,NA,NA
0,1897,CritiqueIt Inc.,"Collaboration, Corporate Training, EdTech, Education, Knowledge Management, Software","Long Beach, California, United States",CritiqueIt provides rich-media annotation tools for real-time conversations on any asset.,46903,NA,10/20/2008,day,"Education, Software",2,1-10,2,1750000,NA,Private,NA,Was Acquired,NA,NA,M&A,12/1/2015,1000000,Series A,0,1,NA
0,1898,Metagreen,Commercial,"Los Angeles, California, United States",Metagreen is a California Based Company ,46906,NA,1/1/2015,year,NA,1,NA,1,12107056,NA,Private,NA,NA,NA,NA,Early Stage Venture,3/15/2018,12107056,Series A,0,6,NA
0,1899,UPTIME Energy,Energy,"Canoga Park, California, United States",UPTIME has been the energy supplement choice for people with demanding lifestyles.,46959,NA,12/1/2002,month,Energy,NA,NA,1,8018885,NA,Private,NA,NA,1,NA,NA,4/27/2018,8018885,Venture - Series Unknown,0,10,NA
0,1900,Aviir,"Biotechnology, Health Diagnostics, Pharmaceutical","Irvine, California, United States",Aviir provides cardio metabolic tests and services for the prevention and management of cardiovascular diseases.,46973,NA,1/1/2005,year,"Biotechnology, Health Care, Science and Engineering",NA,51-100,14,70940000,5,Private,NA,NA,NA,1,Early Stage Venture,6/21/2013,10000000,Series B,1,2,NA
0,1901,BoxUnion,"Beauty, Fitness, Health Care, Personal Health","Santa Monica, California, United States",BoxUnion is a fitness experience that builds a fit body and strong mind.,47003,Less than $1M,1/1/2016,year,"Consumer Goods, Health Care, Sports",1,NA,2,6050000,NA,Private,NA,NA,NA,NA,NA,11/20/2018,3300000,Venture - Series Unknown,0,4,NA
0,1902,TransitNet,"Blockchain, Computer, Cryptocurrency, Network Security","Redondo Beach, California, United States",TransitNet is a platform to empower security token issuers with a robust set of tools for managing financial reporting.,47008,$1M to $10M,1/1/2018,year,"Consumer Electronics, Financial Services, Hardware, Information Technology, Payments, Privacy and Security, Software",1,11-50,1,2500000,6,Private,NA,NA,NA,NA,Seed,7/11/2018,2500000,Seed,NA,NA,NA
0,1903,Quantum Fuel Systems Technologies Worldwide,"Enterprise Software, Natural Resources, Oil and Gas","Lake Forest, California, United States","A Lake Forest, Calif.-based provider of compressed natural gas fuel systems for the auto and heavy-duty industries",47088,NA,1/1/2000,year,"Energy, Natural Resources, Software, Sustainability",NA,NA,2,6286900,NA,Private,NA,"Made Acquisitions, Was Acquired",NA,NA,M&A,8/8/2012,2475000,Debt Financing,NA,NA,NA
0,1904,Circle for Roommates,"Mobile Apps, Social Media, Social Network","Los Angeles, California, United States","Circle helps users find verified, trustworthy roommates in their city.",47090,NA,8/6/2016,day,"Apps, Internet Services, Media and Entertainment, Mobile, Software",3,1-10,2,750000,NA,Private,NA,NA,NA,NA,Seed,1/2/2019,400000,Seed,NA,NA,NA
0,1905,OVGuide,"Cloud Infrastructure, Digital Media","Los Angeles, California, United States","OVGuide is the comprehensive source for the discovery and consumption of online video, focusing on free full-length Movies & TV shows",47150,NA,1/1/2006,year,"Hardware, Internet Services, Media and Entertainment",1,11-50,3,7975241,3,Private,NA,"Made Acquisitions, Was Acquired",NA,1,M&A,11/26/2014,NA,Venture - Series Unknown,NA,NA,NA
