"","Y","id","Organization.Name","CB.Rank..Company.","Headquarters.Location","Industry.Groups","Description","Estimated.Revenue.Range","Founded.Date","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks"
"1617",0,1617,"Calhoun Vision",39610,"Pasadena, California, United States","Biotechnology, Consumer Goods, Health Care, Science and Engineering","Calhoun Vision is focused on developing vision correction technologies for post-cataract surgery patients.","$1M to $10M","1/1/1999","1","1-10",5,95375917,"4","Private","NA","NA",NA,1,"NA","6/4/2015","52000000","Venture - Series Unknown","7","1"
"1618",0,1618,"Forever 21",39658,"Los Angeles, California, United States","Clothing and Apparel, Commerce and Shopping, Design","Forever 21 operates as a clothing retailer company.","NA","4/21/1984","1","10001+",1,NA,"1","Private","NA","NA",NA,NA,"NA","2/19/2020","NA","Corporate Round","3","94"
"1619",0,1619,"nuvoTV",39751,"Glendale, California, United States","Media and Entertainment, Video","NuvoTV is a television network for American bi-cultural Latinos.","$1M to $10M","1/1/1997","1","51-100",2,48700000,"3","Private","NA","Made Acquisitions",NA,NA,"NA","8/28/2012","40000000","Venture - Series Unknown","NA","NA"
"1620",0,1620,"Cloudbreak Therapeutics",39764,"Irvine, California, United States","Biotechnology, Health Care, Science and Engineering","Cloudbreak Therapeutics is a clinical stage biotechnology company","NA","9/1/2015","2","NA",1,15816642,"1","Private","NA","NA",NA,1,"Early Stage Venture","10/26/2018","15816642","Series A","10","0"
"1621",0,1621,"Access Integrated Healthcare",39766,"Glendale, California, United States","Financial Services, Health Care","Access Integrated Healthcareis a Los Angeles-based healthcare services company .","NA","10/1/2014","1","101-250",2,58500000,"1","Private","NA","NA",NA,1,"Private Equity","9/30/2015","50000000","Private Equity","NA","NA"
"1622",0,1622,"Apliiq",39841,"Los Angeles, California, United States","Internet Services, Manufacturing, Media and Entertainment","Apliiq is a new media fashion company that manufactures garments for men and women.","NA","1/1/2009","1","11-50",1,270000,"NA","Private","NA","NA",NA,NA,"Seed","3/25/2014","270000","Seed","1","1"
"1623",0,1623,"Foray Collective",39866,"Los Angeles, California, United States","Clothing and Apparel, Commerce and Shopping, Design","An inventory-less online retailer with a built in marketing platform that enables tastemakers to create UGC and drive traffic to storefronts","Less than $1M","11/1/2015","3","1-10",2,2075000,"3","Private","NA","NA",NA,1,"Seed","12/30/2017","1075000","Pre-Seed","NA","NA"
"1624",0,1624,"Syntiant",39885,"Irvine, California, United States","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software","Syntiant is a new breed of semiconductor company,  combining the best of deep learning and semiconductor design.","$1M to $10M","1/1/2017","4","NA",3,30059996,"12","Private","NA","NA",NA,2,"Early Stage Venture","10/24/2018","25000000","Series B","0","2"
"1625",0,1625,"Curely",39887,"Newport Beach, California, United States","Health Care, Mobile","Curely gives you 24/7 access to board certified doctors around the world at your fingertips!","$1M to $10M","6/18/2014","3","11-50",1,2e+06,"1","Private","NA","NA",NA,NA,"Seed","7/6/2015","2000000","Seed","0","1"
"1626",0,1626,"League of Legends",39907,"Los Angeles, California, United States","Gaming, Internet Services","League of Legends is a fast-paced, competitive online game.","$500M to $1B","10/27/2009","NA","NA",NA,NA,"NA","Private","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA"
"1627",0,1627,"Readz",39922,"Woodland Hills, California, United States","Content and Publishing, Design, Media and Entertainment, Mobile, Software","Readz. The Content Creation Platform. Better Content Experiences For a Better Web.","NA","1/1/2011","1","11-50",4,13595000,"4","Private","NA","NA",NA,1,"NA","7/16/2015","7150000","Venture - Series Unknown","NA","NA"
"1628",0,1628,"Digitour Media",39961,"Los Angeles, California, United States","Internet Services, Media and Entertainment, Travel and Tourism, Video","World's First Social Media Tour & Music Festival","$1M to $10M","7/1/2010","2","11-50",4,12200000,"10","Private","NA","NA",NA,1,"NA","10/20/2015","10000000","Venture - Series Unknown","0","3"
"1629",0,1629,"SpinLaunch",39965,"Long Beach, California, United States","Manufacturing, Science and Engineering, Transportation","SpinLaunch develops a kinetic launch system for sending satellites to low-Earth orbit.","Less than $1M","1/1/2014","1","51-100",4,7.5e+07,"11","Private","NA","NA",NA,4,"NA","1/16/2020","35000000","Venture - Series Unknown","4","2"
"1630",0,1630,"insellerate",39966,"Costa Mesa, California, United States","Internet Services","InSellerate empowers mortgage teams to contact, convert, and close more loans.","$10M to $50M","1/1/2012","1","NA",1,1250000,"1","Private","NA","NA",NA,1,"Private Equity","2/20/2017","1250000","Private Equity","0","3"
"1631",0,1631,"Kelley Blue Book",39975,"Irvine, California, United States","Transportation","Kelley Blue Book provides The Trusted Resource® which provides vehicle buyers and sellers with information on new and used-vehicles.","NA","1/1/1926","NA","251-500",NA,NA,"NA","Private","NA","Made Acquisitions, Was Acquired",1,NA,"M&A",NA,"NA","NA","NA","NA"
"1632",0,1632,"Mattel",39976,"El Segundo, California, United States","Consumer Goods, Gaming","Mattel is the worldwide leader in the design, manufacture, and marketing of toys and family products.","$1B to $10B","1/1/1945","2","10001+",NA,NA,"NA","Public","2009-10-09","Made Acquisitions",2,NA,"IPO",NA,"NA","NA","1,237","3,651"
"1633",0,1633,"Twigtale",39988,"Los Angeles, California, United States","Community and Lifestyle, Content and Publishing, Education, Media and Entertainment","Twigtale builds happier families through personalization and expert-fueled storytelling. Scripted by experts, Personalized by you.","$1M to $10M","1/1/2011","3","1-10",2,1205000,"14","Private","NA","NA",NA,NA,"Seed","4/21/2015","1085000","Seed","NA","NA"
"1634",0,1634,"W8X",39995,"Venice, California, United States","Health Care, Sports","W8X develops robotics inspired fitness equipment to make strength training more effective and fun.","NA","9/1/2017","4","1-10",5,125000,"5","Private","NA","NA",NA,NA,"Seed","6/1/2018","NA","Angel","NA","NA"
"1635",0,1635,"Network Optix",40013,"Burbank, California, United States","Media and Entertainment, Software, Video","Network Optix is a software development company focused on creating cutting edge video management solutions.","$1M to $10M","2/7/2011","2","51-100",1,750000,"2","Private","NA","NA",2,NA,"NA","11/30/2011","750000","Debt Financing","0","4"
"1636",0,1636,"Poptent",40060,"San Clemente, California, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing, Video","Poptent is a social video marketing platform that supports videographers to create and manage video projects from start to finish.","$10M to $50M","3/1/2007","1","1-10",3,15282497,"1","Private","NA","NA",NA,1,"NA","7/12/2012","5500000","Venture - Series Unknown","NA","NA"
"1637",0,1637,"Imaging Advantage",40125,"Santa Monica, California, United States","Health Care","Imaging Advantage provides evidence-based, end-to-end, technology-enhanced radiology solutions to hospitals in the U.S.","NA","1/1/2006","4","501-1000",4,5e+06,"2","Private","NA","Was Acquired",NA,1,"M&A","8/31/2012","NA","Venture - Series Unknown","5","3"
"1638",0,1638,"Greenwood Hall",40142,"Los Angeles, California, United States","Education, Software","Greenwood Hall (OTCBB:ELRN) helps colleges and universities powerfully advance their mission of increasing enrollments,","$1M to $10M","2/1/1998","2","51-100",1,8e+06,"NA","Public","2014-01-08","Made Acquisitions",NA,NA,"IPO","8/25/2014","8000000","Venture - Series Unknown","NA","NA"
"1639",0,1639,"1200 Pharma",40166,"Pasadena, California, United States","Biotechnology, Health Care, Science and Engineering","Breakthrough medicinal chemistry technology to dramatically accelerate pre-clinical drug discovery and clinical approval timelines.","NA","1/1/2017","NA","NA",1,6249997,"1","Private","NA","NA",NA,1,"Seed","11/22/2017","6249997","Seed","NA","NA"
"1640",0,1640,"Gracelock Industries",40196,"Los Angeles, California, United States","Commerce and Shopping, Real Estate, Sports","Gracelock Industries, a Los Angeles, California-based e-commerce provider to the marine, power sports, and home décor industries","NA","1/1/2011","NA","NA",1,20800000,"1","Private","NA","NA",NA,NA,"NA","5/9/2014","20800000","Debt Financing","NA","NA"
"1641",0,1641,"Stashimi Inc.",40210,"Glendale, California, United States","Consumer Electronics, Hardware, Media and Entertainment, Music and Audio","Stashimi is the first app that uses smart aggregation to keep you up-to-date with the artists you care about.","Less than $1M","6/15/2015","2","11-50",2,8721562,"3","Private","NA","NA",NA,2,"Early Stage Venture","12/18/2017","4221562","Series A","NA","NA"
"1642",0,1642,"Leapcure",40212,"Los Angeles, California, United States","Health Care","Leapcure offers tools for clinical trial patient recruitment, engagement, and retention.","$1M to $10M","1/1/2015","1","1-10",1,125000,"1","Private","NA","NA",1,NA,"Seed","9/9/2016","125000","Seed","NA","NA"
"1643",0,1643,"Mythical Games",40223,"Los Angeles, California, United States","Gaming","Mythical Games is a video game engine for player-owned economies.","NA","4/1/2018","5","11-50",4,38099999,"11","Private","NA","Made Acquisitions",NA,3,"Early Stage Venture","11/4/2019","19000000","Series A","2","7"
"1644",0,1644,"Smith-Cooper International",40245,"Commerce, California, United States","Information Technology","Smith-Cooper provides pipe, valves and fittings to a wide range of customers and end markets.","$50M to $100M","1/1/1993","1","251-500",2,12500000,"2","Private","NA","Made Acquisitions",NA,1,"NA","1/1/2019","NA","Undisclosed","0","9"
"1645",0,1645,"Ader",40272,"Los Angeles, California, United States","Commerce and Shopping, Gaming, Sales and Marketing","Ader helps brands sponsor eSports Influencers on Twitch.","$1M to $10M","10/1/2014","3","11-50",3,245000,"3","Private","NA","NA",1,1,"Seed","6/30/2016","120000","Seed","NA","NA"
"1646",0,1646,"eWellness Corporation",40333,"Culver City, California, United States","Health Care","We are first to market with our telemedicine based distance monitored physical therapy exercise (“DMpt”) program.","Less than $1M","5/20/2013","1","1-10",4,2005500,"1","Public","2017-04-27","NA",NA,1,"IPO","6/21/2018","1500000","Private Equity","NA","NA"
"1647",0,1647,"TallyGo",40374,"Venice, California, United States","Apps, Mobile, Navigation and Mapping, Platforms, Software","The World's First Navigation as a Service","$1M to $10M","9/1/2014","1","11-50",2,1e+06,"3","Private","NA","NA",1,NA,"NA","9/1/2016","NA","Venture - Series Unknown","0","3"
"1648",0,1648,"Mandt Media",40377,"Los Angeles, California, United States","Events, Media and Entertainment, Video","Mandt Media is an entertainment and media studio specializing in the production of premium AR, VR, and AI content solutions.","$1M to $10M","1/1/2015","2","11-50",1,1e+07,"NA","Private","NA","NA",NA,NA,"Private Equity","1/6/2017","10000000","Private Equity","NA","NA"
"1649",0,1649,"Swelly",40404,"Marina Del Rey, California, United States","Information Technology, Software","Swelly helps people to make better decisions in a unique voting experience on iOS & Android as well as our multiplatform Swelly chatbot","Less than $1M","4/22/2015","3","11-50",2,6e+05,"3","Private","NA","NA",NA,1,"Seed","2/2/2016","300000","Seed","0","1"
"1650",0,1650,"MiCardia Corporation",40438,"Irvine, California, United States","Health Care","MiCardia is a privately held medical device company developing technology platforms to optimize mitral valve repair.","$1M to $10M","1/1/2004","1","11-50",6,28926940,"4","Private","NA","NA",NA,NA,"NA","4/5/2012","3696105","Debt Financing","8","4"
"1651",0,1651,"Veracity Industrial Networks",40446,"Aliso Viejo, California, United States","Information Technology, Privacy and Security, Software","Veracity provides a resilient and secure industrial network, based on a Software Defined Networking (SDN) platform.","Less than $1M","1/1/2014","2","11-50",3,4500000,"4","Private","NA","NA",NA,2,"Seed","8/28/2017","1500000","Seed","2","3"
"1652",0,1652,"iPourit",40451,"Lake Forest, California, United States","Food and Beverage, Sales and Marketing","Self-serve Draft Beer & Premium Wine","Less than $1M","1/1/2012","2","1-10",3,4139003,"1","Private","NA","NA",NA,1,"NA","6/10/2015","1339003","Venture - Series Unknown","2","2"
"1653",0,1653,"WoahStork",40484,"Santa Monica, California, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Internet Services","Your online cannabis marketplace.","$1M to $10M","11/1/2015","3","1-10",2,1610000,"NA","Private","NA","NA",NA,NA,"Seed","10/1/2017","750000","Seed","NA","NA"
"1654",0,1654,"ZON",40484,"El Segundo, California, United States","Consumer Electronics, Energy, Hardware, Mobile, Natural Resources, Sustainability","Welcome to ZON, a technology solution company catering to the charging demands of mobile device consumers.","Less than $1M","8/1/2012","2","1-10",1,2500000,"NA","Private","NA","NA",NA,NA,"Seed","3/31/2015","2500000","Seed","NA","NA"
"1655",0,1655,"Petroteq Energy",40499,"Studio City, California, United States","Energy, Natural Resources, Sustainability","A Canadian-registered holding company.","Less than $1M","1/1/2012","1","11-50",2,9640000,"NA","Public","2012-11-02","Made Acquisitions",NA,NA,"IPO","8/28/2018","3955000","Post-IPO Equity","NA","NA"
"1656",0,1656,"Inklocker",40512,"Los Angeles, California, United States","Manufacturing","inklocker is the AWS for custom-manufacturing providing a decentralized global network of on-demand manufactures.","$1M to $10M","6/6/2016","2","NA",4,1495000,"8","Private","NA","NA",NA,1,"Seed","2/4/2019","NA","Pre-Seed","NA","NA"
