"","Y","id","Organization.Name","Industries","Headquarters.Location","Description","CB.Rank..Company.","Estimated.Revenue.Range","Founded.Date","Founded.Date.Precision","Industry.Groups","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks","Investment.Stage"
"363",1,363,"NationBuilder","CMS, CRM, Email Marketing, Enterprise Software, Internet, Politics, SaaS, Software","Los Angeles, California, United States","NationBuilder is a community organizing software platform that helps people organize and build community-based relationships.",8104,"$10M to $50M","10/31/2009","day","Government and Military, Information Technology, Internet Services, Sales and Marketing, Software","3","101-250",4,24750000,"15","Private","NA","NA","NA","3","Early Stage Venture","12/1/2018","10000000","Debt Financing","0","16","NA"
"618",0,618,"BrainChip","Artificial Intelligence, Robotics, Software","Aliso Viejo, California, United States","Leading provider of software and hardware accelerated  solutions for Advanced Artificial Intelligence and Machine Learning applications.",13831,"Less than $1M","1/1/2006","year","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software","2","11-50",3,27841613,"1","Public","2011-11-18","Made Acquisitions","NA","NA","IPO","10/31/2017","21500000","Post-IPO Equity","9","5","NA"
"683",0,683,"LÜK","Internet, Marketplace","Los Angeles, California, United States","An online marketplace for professional models, photographers, stylists, and hair & makeup artists.",15385,"NA","1/1/2017","month","Commerce and Shopping, Internet Services","3","11-50",3,3690000,"21","Private","NA","NA","NA","1","Seed","8/7/2019","2200000","Seed","NA","NA","NA"
"1974",0,1974,"Coinblok","Blockchain, Cryptocurrency, Financial Exchanges, Virtual Currency","Los Angeles, California, United States","Meet Coinblok™: The world's leading, in-person, virtual currency and fiat exchange; where accessibility, speed, and security are paramount.",49027,"NA","9/28/2018","day","Financial Services, Lending and Investments, Payments, Software","2","1-10",1,450000,"1","Private","NA","NA","NA","1","Seed","9/1/2019","450000","Pre-Seed","NA","NA","NA"
"285",1,285,"Ember Technologies","Consumer Electronics, Consumer Goods, Food and Beverage","Westlake Village, California, United States","Ember is revolutionizing the way people eat and drink.",6542,"$50M to $100M","1/1/2012","year","Consumer Electronics, Consumer Goods, Food and Beverage, Hardware","1","51-100",8,24867498,"15","Private","NA","NA","NA","1","Late Stage Venture","9/26/2019","NA","Debt Financing","36","11","NA"
"1637",0,1637,"Imaging Advantage","Health Care, Hospital, Medical","Santa Monica, California, United States","Imaging Advantage provides evidence-based, end-to-end, technology-enhanced radiology solutions to hospitals in the U.S.",40125,"NA","1/1/2006","year","Health Care","4","501-1000",4,5e+06,"2","Private","NA","Was Acquired","NA","1","M&A","8/31/2012","NA","Venture - Series Unknown","5","3","NA"
"1910",0,1910,"Tranzlogic","Big Data, Payments","Westlake Village, California, United States","Tranzlogic develops a transactional data technology that aggregates information for payment service providers and merchants.",47333,"$1M to $10M","10/1/2011","day","Data and Analytics, Financial Services, Payments","3","1-10",3,2499967,"NA","Private","NA","NA","NA","NA","NA","5/14/2013","799967","Venture - Series Unknown","NA","NA","NA"
"394",1,394,"FitOn","Fitness, Mobile Apps, Personal Health, Wellness","Los Angeles, California, United States","Workout together from anywhere.",8677,"NA","1/1/2018","year","Apps, Health Care, Mobile, Software, Sports","2","11-50",2,5049000,"NA","Private","NA","NA","NA","NA","Seed","11/21/2018","4649000","Seed","0","3","NA"
"1150",0,1150,"ThinkIQ","Computer, Industrial, Software","Aliso Viejo, California, United States","ThinkIQ team blends a strong mix of technical, domain, business, and operational professionals.  ",27238,"Less than $1M","1/1/2015","year","Consumer Electronics, Hardware, Software","2","NA",4,5992010,"3","Private","NA","NA","NA","1","NA","12/1/2018","NA","Venture - Series Unknown","NA","NA","NA"
"377",1,377,"Girlboss","Communities, Social Media","Los Angeles, California, United States","Girlboss is a digital and physical community for ambitious women.",8409,"$1M to $10M","1/1/2017","year","Community and Lifestyle, Internet Services, Media and Entertainment","1","11-50",2,6600000,"7","Private","NA","Was Acquired","1","2","M&A","10/25/2018","3500000","Venture - Series Unknown","NA","NA","NA"
"1160",0,1160,"HAAWK, Inc.","Digital Media, Music, Music Streaming, Video Streaming","Studio City, California, United States","HAAWK polices, administers, distributes, & licenses content to UGC video sites on behalf of copyright holders.",27416,"NA","10/29/2016","day","Content and Publishing, Internet Services, Media and Entertainment, Music and Audio, Video","2","1-10",1,2420000,"9","Private","NA","Made Acquisitions","NA","NA","Seed","9/20/2017","2420000","Seed","0","1","NA"
"1181",0,1181,"JobzMall","Human Resources, Internet, Millennials, Recruiting, SaaS","Irvine, California, United States","JobzMall is a next-generation, cloud-based job finding platform empowering both the job seeker and employer with unprecedented innovations.",28010,"NA","1/1/2016","year","Internet Services, Professional Services, Software","2","11-50",1,1500000,"NA","Private","NA","NA","NA","NA","Seed","1/18/2018","1500000","Seed","0","1","NA"
"1593",0,1593,"Liquidmetal Technologies","Biotechnology, Manufacturing, Mining Technology, Precious Metals","Rancho Santa Margarita, California, United States","Liquidmetal Technologies focuses on the research, development and commercialization of amorphous metal.",38928,"Less than $1M","1/1/1984","year","Biotechnology, Manufacturing, Natural Resources, Science and Engineering","1","51-100",3,43525010,"NA","Public","2002-05-22","NA","NA","NA","IPO","3/15/2016","8400000","Post-IPO Equity","8","14","NA"
"501",0,501,"Hype and Vice","E-Commerce, Education, Fashion, Lifestyle, Retail","Los Angeles, California, United States","Hype and Vice combines on-trend fashion with University brands to create apparel women actually want to wear.",11200,"NA","11/23/2015","day","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Education","2","1-10",2,1650000,"5","Private","NA","NA","NA","2","Seed","11/13/2019","1500000","Seed","0","4","NA"
"1307",0,1307,"ProducePay","Agriculture, Farming, Financial Services, Payments","Los Angeles, California, United States","ProducePay provides a wide array of payment solutions to the fresh-produce industry and its agents.",31278,"NA","12/1/2014","day","Agriculture and Farming, Financial Services, Payments","2","51-100",8,299900000,"21","Private","NA","NA","2","5","Early Stage Venture","12/10/2019","205000000","Debt Financing","0","3","NA"
"1698",0,1698,"International Vintage Watch","Consumer Goods, E-Commerce, Jewelry, Men's, Retail","Beverly Hills, California, United States","International Vintage Watch provides an e-commerce platform for selling international brands of wristwatches online.",41769,"NA","9/1/2015","day","Commerce and Shopping, Consumer Goods","2","1-10",3,2500000,"NA","Private","NA","NA","NA","NA","Early Stage Venture","3/4/2019","1000000","Series A","NA","NA","NA"
"1330",0,1330,"Pop & Suki","Fashion, Jewelry, Lifestyle","Los Angeles, California, United States","Direct-to-consumer accessories brand co-founded by best friends Suki Waterhouse and Poppy Jamie",31834,"$1M to $10M","11/3/2016","day","Clothing and Apparel, Community and Lifestyle, Consumer Goods, Design","3","11-50",1,3e+06,"1","Private","NA","NA","NA","NA","Seed","2/8/2017","3000000","Seed","NA","NA","NA"
"264",1,264,"DataScience.com","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Cloud Data Services, Data Integration, Data Visualization, Internet of Things, Machine Learning","Culver City, California, United States","DataScience.com provides an enterprise data science platform.",6041,"$1M to $10M","1/1/2014","year","Artificial Intelligence, Data and Analytics, Design, Information Technology, Internet Services, Science and Engineering, Software","4","51-100",3,2.8e+07,"5","Private","NA","Was Acquired","17","3","M&A","12/12/2015","22000000","Series A","15,952","552","NA"
"894",0,894,"myDevices","Computer, Internet, Internet of Things, Software","Calabasas, California, United States","myDevices is an online platform that provides its users with personalized IoT solutions.",20896,"NA","1/1/2013","year","Consumer Electronics, Hardware, Internet Services, Software","1","11-50",1,3e+06,"1","Private","NA","NA","1","1","Early Stage Venture","1/6/2017","3000000","Series A","0","4","NA"
"1897",0,1897,"CritiqueIt Inc.","Collaboration, Corporate Training, EdTech, Education, Knowledge Management, Software","Long Beach, California, United States","CritiqueIt provides rich-media annotation tools for real-time conversations on any asset.",46903,"NA","10/20/2008","day","Education, Software","2","1-10",2,1750000,"NA","Private","NA","Was Acquired","NA","NA","M&A","12/1/2015","1000000","Series A","0","1","NA"
"1375",0,1375,"Swet Tailor","NA","Los Angeles, California, United States","Sweat Tailor is dedicated to making the perfect pant.",33221,"Less than $1M","1/1/2017","year","NA","1","NA",2,2330000,"5","Private","NA","NA","NA","NA","Seed","12/4/2018","1500000","Seed","0","5","NA"
"958",0,958,"Nkmax","Biotechnology, Life Science","Santa Ana, California, United States","Nkmax is restoring immune function through the development of unique natural killer (NK) cell therapies.",22514,"NA","1/1/2017","year","Biotechnology, Science and Engineering","NA","11-50",1,1.1e+07,"NA","Private","NA","NA","NA","NA","Seed","12/17/2019","11000000","Seed","NA","NA","NA"
"87",1,87,"AuditBoard","Computer, Information Technology, SaaS, Software","Cerritos, California, United States","AuditBoard operates as a SOX compliance and audit software company.",2026,"$1M to $10M","1/1/2014","year","Consumer Electronics, Hardware, Information Technology, Software","2","101-250",3,43610000,"3","Private","NA","NA","NA","2","Early Stage Venture","8/15/2018","40000000","Series B","0","4","NA"
"1926",0,1926,"GenZum Life Sciences","Biotechnology, Clinical Trials, Pharmaceutical","Los Angeles, California, United States","Genzum Life Sciences is a globally integrated Generic Pharmaceutical Product Development and Out-licensing company, based in Los Angeles",47876,"$10M to $50M","1/1/2008","year","Biotechnology, Health Care, Science and Engineering","1","11-50",1,2e+07,"1","Private","NA","NA","NA","1","NA","6/20/2014","20000000","Venture - Series Unknown","NA","NA","NA"
"426",1,426,"The LIVEKINDLY Co","Food and Beverage","Los Angeles, California, United States","The LIVEKINDLY co. is a collective of plant-based heritage and start-up brands.",9410,"NA","1/1/2020","year","Food and Beverage","1","NA",1,2e+08,"NA","Private","NA","Made Acquisitions","NA","NA","NA","3/11/2020","200000000","Venture - Series Unknown","NA","NA","NA"
"1105",0,1105,"Ryde","Car Sharing, Marketplace, Taxi Service","Los Angeles, California, United States","Peer to peer car sharing marketplace that allows owners to make money renting out their vehicles. ",26000,"NA","7/30/2016","day","Commerce and Shopping, Transportation","1","11-50",2,9e+05,"1","Private","NA","Made Acquisitions","NA","NA","NA","6/18/2019","600000","Undisclosed","0","3","NA"
"1078",0,1078,"Unreel.me","Search Engine, Video","Santa Monica, California, United States","Unreel.me is the creators home on the Internet – used to reach & build deeper relationships with fans!",25293,"Less than $1M","6/1/2015","month","Internet Services, Media and Entertainment, Video","4","1-10",4,3900000,"4","Private","NA","NA","2","2","Seed","1/10/2018","1500000","Seed","6","1","NA"
"330",1,330,"Sidecar Health","Health Care, Insurance","El Segundo, California, United States","Sidecar Health is a provider of innovative health care insurance plans.",7335,"NA","1/1/2018","year","Financial Services, Health Care","1","11-50",1,1.8e+07,"2","Private","NA","NA","NA","2","NA","8/6/2019","18000000","Venture - Series Unknown","0","2","NA"
"1038",0,1038,"CreatorUp","E-Learning, Education, Video","Los Angeles, California, United States","CreatorUp is a global leader in digital media training and video content creation.",24351,"$1M to $10M","6/1/2013","day","Education, Media and Entertainment, Software, Video","2","1-10",3,2046295,"4","Private","NA","NA","1","3","Seed","10/6/2019","1000000","Seed","NA","NA","NA"
"1427",0,1427,"Allied Wallet","Payments, Transaction Processing","West Hollywood, California, United States","Allied Wallet is an innovative company that creates payment processing solutions.",34441,"$1M to $10M","1/1/2002","year","Financial Services, Payments, Software","1","1001-5000",NA,NA,"NA","Private","NA","Made Acquisitions","2","NA","NA",NA,"NA","NA","NA","NA","NA"
